Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik
1,24,1,18,0,0.5,0,2630,124,27,0
1,80,1,47,0,0.5,1,22339,26,242,0
0,21,1,28,0,0.0,1,37438,152,56,0
1,64,1,28,0,1.0,1,34081,124,240,0
0,25,1,13,1,0.0,0,24383,152,243,0
1,42,1,33,0,0.5,1,2630,156,291,0
1,22,1,28,1,0.0,0,51260,152,290,0
1,47,1,28,0,0.5,1,36144,26,43,0
0,23,1,46,1,0.0,0,30989,152,129,0
0,33,1,4,1,0.0,0,2630,152,260,0
0,22,1,28,1,0.0,0,39324,153,209,0
1,25,1,28,1,0.5,0,22914,124,86,0
1,25,1,8,1,0.0,0,57346,152,272,0
1,50,1,28,1,0.5,0,66525,125,144,0
1,55,1,8,1,0.5,1,24094,124,54,0
0,42,1,7,1,0.5,0,34903,124,237,0
1,34,1,43,0,0.5,1,24456,124,154,0
1,23,1,28,1,0.0,0,50318,152,34,0
0,28,1,49,1,0.0,0,2630,152,52,0
0,73,1,28,1,0.5,1,35493,26,157,0
0,32,1,16,1,0.0,0,25814,152,221,0
0,21,1,33,1,0.0,1,2630,160,187,0
1,41,1,28,0,0.5,1,44693,124,168,1
0,67,1,8,0,0.5,1,58887,26,74,0
0,60,1,15,0,0.5,0,38402,14,57,0
1,29,1,15,0,0.0,1,2630,152,154,0
0,23,1,36,1,0.0,0,32255,152,284,0
0,41,1,28,0,0.5,1,28682,122,90,1
1,36,1,8,1,0.5,0,29046,26,30,0
1,76,1,28,0,0.5,1,68286,26,155,0
0,38,1,28,0,0.5,1,33696,124,225,0
1,43,1,37,0,0.5,1,44886,124,232,0
1,59,1,33,0,0.5,1,2630,26,200,0
1,45,1,36,0,1.0,1,41386,25,124,0
0,43,1,8,0,0.5,1,47881,25,183,0
0,46,1,28,0,0.5,1,41585,26,68,1
1,56,1,36,1,0.5,0,2630,124,51,0
0,21,1,28,0,0.5,1,45413,156,152,0
0,48,1,36,0,0.5,0,63232,124,71,0
0,39,1,47,1,0.5,0,2630,16,95,0
0,22,1,2,1,0.0,0,36858,152,132,0
0,22,1,8,0,0.0,1,22544,160,195,0
0,44,1,8,1,0.5,0,29122,124,269,0
0,54,1,28,1,0.5,0,48688,124,178,0
0,25,1,43,1,0.0,0,48675,152,71,0
0,28,1,3,1,0.0,0,42053,152,177,0
0,56,1,43,1,0.5,1,2630,163,227,0
0,28,1,4,1,0.0,0,35437,152,98,0
0,38,1,43,0,0.5,1,39212,163,169,0
1,58,1,8,0,0.5,1,2630,3,24,1
0,49,1,28,1,0.5,0,29340,26,158,0
1,27,1,13,1,0.0,0,25725,152,54,0
0,24,1,33,0,0.0,0,2630,152,28,0
1,49,1,48,1,0.5,0,2630,124,258,0
1,21,1,46,1,0.0,0,24553,152,231,0
0,50,1,33,0,0.5,1,47241,124,158,0
1,27,1,36,0,0.0,1,2630,152,105,0
0,21,1,12,0,0.0,1,27993,152,290,0
0,44,1,29,0,0.5,1,38892,124,273,0
1,29,1,29,0,0.0,1,26719,152,127,1
1,60,1,46,1,0.5,1,25036,154,134,0
1,44,1,30,0,0.5,1,28694,26,209,0
0,65,1,42,1,0.5,0,32749,26,268,0
0,34,1,28,1,0.5,0,82876,152,281,0
1,46,1,28,0,0.5,1,31533,26,285,0
0,48,1,28,0,1.0,1,48848,26,180,0
1,25,1,46,1,0.0,0,22616,152,68,0
0,22,1,46,1,0.0,0,2630,152,216,0
0,43,1,15,0,0.5,0,2630,156,123,0
0,28,1,50,1,0.0,0,25239,160,236,0
1,32,1,41,0,0.5,1,32925,124,274,1
1,54,1,40,1,0.5,0,29929,26,186,0
0,44,1,12,1,0.5,0,27038,124,29,0
1,29,1,28,1,0.0,0,25176,152,92,0
1,46,1,28,1,0.5,0,46768,124,176,0
0,65,1,28,1,0.5,0,42852,26,83,0
1,25,1,6,0,0.0,0,25059,152,26,0
0,25,1,29,1,0.0,0,2630,152,24,0
0,36,1,46,0,0.5,1,2630,152,132,0
1,30,1,10,1,0.0,0,40030,152,189,0
0,24,1,47,1,0.0,0,37161,152,206,0
0,22,1,18,1,0.0,0,28764,152,163,0
1,60,1,8,0,0.5,1,2630,124,250,0
1,43,1,12,0,0.5,1,31869,124,49,0
0,29,1,15,0,0.0,1,2630,160,240,0
1,22,1,8,1,0.0,1,2630,160,228,0
1,26,1,45,1,0.0,0,32263,152,228,0
1,31,1,28,0,0.0,1,45687,26,237,1
1,45,1,28,0,0.5,1,31195,124,71,1
0,22,1,29,1,0.0,0,36699,152,261,0
1,75,1,50,1,0.5,0,23417,124,236,0
1,57,1,3,1,0.5,0,27751,26,11,0
0,32,1,9,1,0.0,0,33844,152,71,0
1,58,1,37,0,0.5,1,2630,124,42,1
0,44,1,29,0,0.5,1,49790,124,143,1
1,20,1,12,1,0.0,0,2630,157,196,0
1,56,1,8,0,0.5,1,30706,124,216,0
0,79,1,20,0,1.0,1,2630,124,245,0
1,25,1,13,1,0.0,0,32603,152,229,0
1,25,1,27,1,0.0,0,2630,152,274,0
1,21,1,46,1,0.0,0,2630,154,107,0
1,21,1,12,0,0.0,1,2630,160,135,0
1,64,1,30,1,0.5,0,2630,152,224,0
1,45,1,28,0,0.5,1,36852,124,35,0
0,33,1,11,1,0.0,0,26811,152,159,0
0,53,1,28,1,0.5,0,73012,52,150,0
0,54,1,43,0,0.5,1,2630,26,94,1
0,29,1,28,1,0.0,0,27328,152,179,0
1,69,1,33,0,0.5,1,30182,26,198,0
0,80,1,28,1,0.5,0,34399,26,109,0
1,44,1,28,0,0.5,1,57113,124,251,0
1,21,1,28,0,1.0,1,2630,156,187,0
1,21,1,46,1,0.0,0,26410,160,45,0
0,50,1,28,1,0.5,0,51319,61,221,0
1,37,1,28,0,0.5,0,22254,124,43,0
0,54,1,28,0,0.5,0,2630,156,63,0
1,38,1,3,1,0.5,0,25195,26,86,0
1,31,1,41,0,0.0,1,19760,152,226,1
0,23,1,50,0,0.0,0,29640,152,158,0
1,74,1,28,1,0.5,0,46284,26,177,0
1,61,1,4,0,0.5,1,32831,124,34,0
1,35,1,20,0,0.5,1,2630,26,67,0
1,28,1,28,1,0.0,0,48638,152,262,0
1,37,1,11,0,0.5,1,30898,124,260,0
0,65,1,28,0,0.5,1,26588,26,43,0
0,40,1,15,0,0.5,1,33788,124,92,0
0,28,1,13,1,0.0,0,23884,152,72,0
1,25,1,8,1,0.0,0,48728,152,99,0
1,55,1,47,1,0.5,0,37471,124,65,0
0,51,1,28,1,0.5,0,69856,152,54,0
0,24,1,10,0,0.0,1,26352,152,84,0
1,36,1,46,0,0.5,0,33749,26,187,0
1,62,1,11,0,1.0,1,37845,124,24,0
0,54,1,38,1,0.5,0,29812,26,232,0
0,54,1,46,1,0.5,0,26335,26,61,0
1,24,1,11,1,0.0,0,33834,152,250,0
1,27,1,41,0,0.0,1,27511,152,240,0
0,39,1,27,0,0.5,1,31197,124,235,1
0,38,1,28,0,0.5,1,35427,122,130,0
0,24,1,50,0,0.0,1,2630,152,149,0
1,49,1,28,1,0.5,0,34687,124,152,0
1,49,1,28,0,0.5,1,44303,26,149,0
1,46,1,28,0,0.5,1,35320,26,97,0
1,26,1,29,0,0.5,0,43912,157,56,0
0,54,1,28,0,1.0,1,44327,26,190,0
0,41,1,28,0,1.0,1,35685,26,52,1
0,71,1,28,1,0.5,0,52961,122,171,0
1,79,1,28,0,0.5,1,34650,124,233,0
1,47,1,39,0,1.0,1,53284,154,174,0
1,41,1,28,0,0.5,1,45752,124,143,0
0,59,1,28,1,0.5,1,2630,26,175,0
0,23,1,11,0,0.0,1,32354,160,214,0
0,27,1,8,1,0.0,0,41872,152,216,0
1,42,1,28,1,0.5,0,37172,124,34,0
0,27,1,45,1,0.0,0,33429,152,255,0
1,39,1,1,0,0.5,1,2630,156,132,1
0,22,1,8,0,0.0,1,36289,152,267,1
1,65,1,28,0,0.5,1,46418,26,244,0
1,46,1,28,1,0.5,1,2630,26,204,0
0,24,1,3,1,0.0,0,48570,152,145,0
0,25,1,43,0,0.0,1,29396,152,223,0
1,40,1,28,0,0.5,1,63635,26,226,0
1,23,1,34,0,0.0,1,29175,152,46,1
1,66,1,15,0,0.5,1,30326,163,214,1
1,58,1,3,0,1.0,1,2630,26,90,1
1,30,1,28,1,0.0,0,33226,152,133,0
1,53,1,41,1,0.5,0,2630,26,273,0
0,23,1,15,1,0.0,0,27371,152,253,0
1,42,1,9,0,0.5,1,36450,154,256,0
0,50,1,36,0,0.5,1,37272,124,174,1
1,44,1,19,0,0.5,1,41359,26,203,0
1,33,1,28,0,0.5,0,41118,122,144,0
1,68,1,28,0,0.5,1,27365,13,66,0
0,29,1,28,0,0.5,1,32998,26,280,0
1,75,1,30,1,0.5,0,31115,26,258,0
0,27,1,46,1,0.0,0,34572,152,273,0
0,31,1,41,1,0.0,0,30843,152,159,0
1,25,1,39,1,0.0,0,32046,152,258,0
1,37,1,21,0,0.5,1,21359,124,183,1
1,47,1,38,0,0.5,1,52992,26,209,1
0,21,1,15,1,0.0,0,43317,160,201,0
1,56,1,3,0,0.5,1,2630,26,137,0
0,22,1,37,0,0.0,1,32959,152,30,0
1,46,1,23,1,0.5,0,28971,124,162,0
1,47,1,29,0,0.5,1,37738,124,226,0
1,40,1,28,0,0.5,1,47383,124,298,0
0,21,1,33,0,0.0,1,33519,160,46,0
1,45,1,24,0,0.5,1,29594,124,59,0
1,24,1,8,0,0.0,1,36923,152,175,0
1,39,1,48,0,0.5,1,2630,124,170,0
1,24,1,41,1,0.0,0,31764,152,121,0
0,70,1,46,1,0.5,0,24431,11,182,0
0,29,1,46,0,0.0,1,25927,152,122,1
1,52,1,28,0,0.5,1,38838,124,247,0
1,46,1,18,0,0.5,1,20032,25,257,0
1,28,1,41,0,0.0,1,26069,152,159,0
0,31,1,11,0,0.0,1,2630,152,292,0
0,21,1,27,1,0.0,0,26305,160,266,0
0,39,1,28,0,0.5,1,22859,124,154,0
1,21,1,45,0,0.0,0,44218,152,297,0
1,55,1,11,0,0.5,1,41972,26,73,0
0,24,1,13,1,0.0,0,16010,26,256,0
0,35,1,15,0,0.5,1,27401,160,110,0
0,38,1,46,0,0.5,1,2630,124,227,1
1,77,1,28,1,0.5,0,29207,124,236,0
1,28,1,28,0,0.0,1,46108,124,83,1
1,24,1,50,0,0.0,1,36533,152,165,0
1,47,1,35,0,0.5,1,40541,124,75,1
1,39,1,11,1,0.5,0,2630,120,279,0
0,24,1,32,1,0.0,0,37367,152,117,0
0,33,1,35,0,0.5,1,25112,124,113,1
1,49,1,11,1,0.5,0,32328,26,113,0
0,50,1,28,1,0.5,1,28386,24,226,0
1,21,1,10,1,0.0,0,40000,160,62,0
0,42,1,28,0,0.5,0,42343,124,244,0
0,23,1,30,1,0.0,0,24431,152,145,0
1,31,1,50,1,0.0,0,22443,152,190,0
1,50,1,15,0,0.5,1,2630,157,241,0
0,26,1,37,1,0.0,0,29980,152,160,0
0,61,1,50,0,0.5,1,39197,26,84,0
1,50,1,41,1,0.5,0,46162,26,216,0
1,23,1,50,1,0.0,0,39228,152,161,0
0,21,1,41,0,0.0,1,45783,152,90,0
1,35,1,12,1,0.5,0,25060,124,96,0
1,47,1,28,0,0.5,1,47382,124,92,0
0,23,1,41,1,0.0,0,23644,152,261,0
1,58,1,18,0,0.5,1,39803,26,202,0
0,46,1,28,0,0.5,1,48407,26,187,0
1,27,1,11,1,0.0,0,35919,152,107,0
0,35,1,11,0,0.5,1,27663,124,80,0
1,56,1,37,0,0.5,1,2630,26,38,0
0,24,1,28,1,0.0,0,33282,152,115,0
0,22,1,37,0,0.0,1,32373,160,219,0
1,24,1,8,1,0.0,0,31645,152,136,0
1,21,1,12,0,0.0,1,25963,152,188,0
1,59,1,0,0,0.5,1,2630,8,115,0
1,45,1,28,0,0.5,1,35541,124,228,0
1,80,1,8,0,0.5,1,34966,124,14,0
1,69,1,15,0,0.5,1,35391,124,137,0
0,53,1,28,1,0.5,0,45603,124,72,0
1,38,1,47,0,0.5,1,36032,156,200,0
1,68,1,28,0,1.0,1,43879,26,62,0
1,57,1,41,0,0.5,1,35530,157,292,1
0,23,1,8,1,0.0,0,29985,152,87,0
0,42,1,47,0,0.5,1,21647,16,274,1
1,42,1,41,0,0.5,1,32889,124,274,1
1,35,1,28,0,0.5,1,38681,124,258,1
1,42,1,28,0,0.5,1,35588,26,240,0
1,50,1,18,1,0.5,1,30478,26,96,0
1,45,1,48,0,0.5,1,2630,124,29,0
1,64,1,29,0,0.5,1,48228,26,156,0
1,30,1,21,0,0.0,1,33597,163,293,0
1,23,1,8,1,0.0,0,40962,152,128,0
1,43,1,28,0,0.5,1,35182,122,159,0
1,27,1,5,0,0.0,1,28330,152,80,0
1,63,1,50,1,0.5,1,38013,64,46,0
1,51,1,20,1,0.5,0,2630,124,163,0
0,24,1,47,1,0.0,0,45791,152,221,0
0,24,1,48,1,0.0,1,2630,160,145,0
0,26,1,15,1,0.0,0,27806,152,76,0
0,49,1,29,1,0.5,0,28096,26,194,0
1,23,1,15,1,0.0,0,74464,152,181,0
1,43,1,33,0,0.5,1,48840,124,249,1
1,23,1,8,1,0.0,0,31316,152,139,0
0,46,1,28,0,0.5,1,60274,24,24,0
1,55,1,28,0,0.5,1,34306,26,176,0
1,24,1,24,0,0.0,1,19782,124,204,0
1,34,1,41,0,0.5,1,52126,152,287,0
0,64,1,50,1,0.5,0,54955,124,97,0
1,55,1,33,1,0.5,0,22922,124,151,0
0,25,1,21,1,0.0,0,39823,152,59,0
0,43,1,41,0,0.5,1,40846,124,34,0
0,70,1,28,0,1.0,1,61046,124,127,0
1,22,1,3,0,0.0,1,32529,160,119,0
1,40,1,41,0,0.5,1,24176,12,259,0
0,24,1,23,1,0.0,1,2630,160,93,0
0,61,1,28,0,0.5,1,28720,26,219,0
0,31,1,30,1,0.0,0,28920,152,55,0
0,27,1,8,1,0.0,0,36009,152,245,0
0,43,1,47,0,0.5,0,29184,152,263,0
0,39,1,28,1,0.5,0,32137,124,213,0
1,36,1,39,1,0.5,0,32237,124,13,0
1,34,1,15,1,0.5,0,2630,152,130,0
1,60,1,28,1,0.5,0,50634,26,220,0
1,43,1,28,0,1.0,1,43300,124,34,1
0,27,1,15,0,0.0,1,32823,152,32,0
1,59,1,8,1,0.5,0,39505,26,205,0
0,34,1,8,1,0.5,0,33784,152,272,0
1,44,1,28,0,0.5,1,30063,23,126,0
0,31,1,35,0,0.0,0,23581,152,75,0
1,41,1,28,0,0.5,1,29846,26,97,0
1,33,1,2,1,0.0,0,47849,152,270,0
0,25,1,11,1,0.0,0,36445,152,211,0
1,23,1,47,0,0.0,1,42261,152,73,0
0,25,1,41,1,0.0,1,30567,152,155,0
1,41,1,28,0,0.5,1,39884,124,141,1
1,25,1,47,0,0.0,0,26578,152,85,0
0,33,1,28,0,0.0,1,2630,152,67,0
1,37,1,37,0,0.5,1,33585,124,252,0
1,27,1,28,0,0.5,1,26299,156,267,0
0,64,1,50,1,0.5,0,35630,26,154,0
1,32,1,50,1,0.5,0,61987,124,110,0
1,42,1,28,0,0.5,1,48775,26,192,1
1,21,1,8,0,0.0,1,33804,122,79,0
1,39,1,8,1,0.5,0,46358,26,267,0
1,36,1,36,1,0.5,0,32358,152,137,0
0,24,1,11,0,0.0,1,29600,152,95,0
1,24,1,37,1,0.0,0,35766,152,271,0
0,27,1,45,0,0.0,1,42740,152,162,1
1,24,1,29,1,0.0,0,2630,152,246,0
1,33,1,28,0,0.0,1,38962,124,155,0
0,24,1,17,0,0.0,1,37938,157,219,0
1,53,1,28,1,0.5,1,33517,3,222,0
0,24,1,11,0,0.0,0,29362,152,221,0
0,28,1,13,0,0.0,1,33825,160,115,0
1,35,1,28,0,0.5,1,24887,124,146,1
1,47,1,28,0,0.5,1,32457,26,163,0
1,42,1,46,1,0.5,0,24314,124,175,0
0,79,1,36,0,0.5,0,64002,26,180,0
0,40,1,28,0,0.5,1,46121,124,174,0
1,21,1,46,0,0.0,1,41720,152,74,0
0,30,1,49,0,0.0,0,28184,152,156,0
1,25,1,6,1,0.0,0,25677,152,36,0
0,26,1,28,1,0.0,0,48712,152,67,0
1,21,1,25,1,0.0,1,29903,160,220,0
0,40,1,28,1,0.5,0,35629,124,187,0
0,28,1,33,1,0.0,0,38471,151,118,0
1,39,1,30,1,0.5,0,25021,124,208,0
1,26,1,3,0,0.0,1,2630,160,124,0
0,50,1,28,1,0.5,0,42057,61,100,0
1,49,1,33,0,0.5,1,2630,163,43,0
0,47,1,28,0,0.5,1,30819,124,190,0
0,23,1,25,0,0.0,1,24618,160,19,0
1,44,1,28,1,0.5,0,55826,26,165,0
1,74,1,28,0,1.0,1,38680,122,209,0
1,73,1,48,0,0.5,1,2630,26,68,0
0,45,1,28,0,0.5,1,42295,55,144,0
0,23,1,22,1,0.0,0,21870,152,53,0
0,42,1,3,1,0.5,0,32925,124,57,0
0,54,1,0,1,0.5,0,2630,26,298,0
1,22,1,15,1,0.0,0,33994,160,181,0
0,20,1,8,0,0.0,0,31731,160,32,0
1,25,1,43,1,0.0,0,2630,152,120,0
0,40,1,28,0,0.5,1,28755,26,257,0
1,22,1,22,0,0.0,1,25895,152,43,0
1,29,1,28,0,0.0,1,45636,152,168,0
0,21,1,33,0,0.0,1,24607,152,122,0
1,24,1,28,0,0.0,1,57473,26,230,0
1,39,1,0,0,0.5,1,2630,26,168,0
0,30,1,25,1,0.0,0,2630,152,231,0
0,26,1,11,1,0.0,0,18144,152,283,0
1,23,1,6,1,0.0,0,33720,152,130,0
0,33,1,46,1,0.0,0,25693,152,254,0
0,25,1,11,1,0.0,0,22112,151,104,0
1,47,1,47,0,1.0,1,29031,124,247,1
0,20,1,50,1,0.0,0,18496,160,247,0
0,26,1,28,1,0.0,0,30764,152,135,0
1,49,1,28,0,0.5,1,31830,124,28,1
1,40,1,2,0,0.5,1,38443,26,288,1
1,22,1,41,1,0.0,0,2630,160,82,0
0,42,1,28,1,0.5,0,37576,26,290,0
1,34,1,15,0,0.5,0,23316,26,234,0
1,54,1,28,0,1.0,1,42095,26,288,0
0,28,1,8,1,0.0,0,45055,152,272,0
1,53,1,8,0,1.0,1,55087,26,103,1
1,22,1,36,0,0.0,1,32723,152,121,0
0,45,1,8,1,0.5,0,48337,7,168,0
0,35,1,35,0,0.5,1,22519,26,35,1
1,23,1,27,0,0.0,1,26286,152,230,0
0,69,1,28,1,0.5,0,54513,124,76,0
1,24,1,35,1,0.0,0,53831,152,120,0
0,45,1,28,0,0.5,1,36681,154,184,1
1,49,1,28,1,0.5,1,2630,158,92,0
1,33,1,35,0,0.5,1,22365,124,277,0
0,46,1,31,0,0.5,1,2630,124,200,0
0,52,1,28,1,0.5,0,32832,124,196,0
0,23,1,11,1,0.0,0,31582,152,238,0
1,21,1,46,1,0.0,0,52953,152,24,0
1,49,1,8,1,0.5,0,42125,122,29,0
0,45,1,37,0,0.5,1,27464,124,283,0
0,22,1,3,0,0.0,1,36006,152,66,0
0,21,1,34,0,0.0,1,32516,160,134,0
0,70,1,28,1,0.5,0,76169,26,142,0
1,24,1,10,0,0.0,1,21844,152,242,0
0,65,1,46,0,0.5,1,26535,26,268,1
1,25,1,8,0,0.0,1,37530,152,50,0
0,46,1,28,1,0.5,0,51328,52,169,0
0,20,1,45,0,0.0,1,26749,160,156,0
0,21,1,8,0,0.0,0,2630,152,269,0
1,25,1,30,0,0.0,1,2630,152,122,1
0,50,1,29,0,0.5,1,2630,157,182,0
1,40,1,28,0,0.5,1,40001,124,55,0
1,26,1,46,1,0.0,0,25543,152,17,0
1,35,1,10,0,0.5,1,30798,152,84,0
1,26,1,10,1,0.0,0,23905,152,286,0
1,26,1,12,0,0.0,1,29864,152,223,0
0,28,1,36,1,0.0,0,25019,152,73,0
0,23,1,43,1,0.0,0,2630,26,122,0
0,80,1,33,1,0.5,0,2630,26,225,0
1,25,1,3,1,0.0,0,31757,152,82,0
0,42,1,46,0,0.5,0,39347,26,35,0
0,59,1,28,0,0.5,1,37057,26,122,0
0,20,1,47,0,0.0,1,46373,160,208,0
0,25,1,28,1,0.0,0,51535,152,124,0
1,50,1,28,0,0.5,1,28403,111,115,1
0,25,1,8,1,0.0,0,41696,152,19,0
0,49,1,49,1,0.5,0,19502,124,49,0
1,47,1,28,1,0.5,0,53368,122,151,0
1,21,1,12,1,0.0,0,22527,152,266,0
1,23,1,34,0,0.0,0,31419,152,257,0
1,38,1,9,0,0.5,0,24753,152,173,0
0,24,1,1,1,0.0,0,2630,152,28,0
1,35,1,12,0,0.5,1,22691,154,70,0
1,47,1,28,0,0.5,1,24774,31,24,0
0,22,1,15,1,0.0,0,27472,152,19,0
1,58,1,28,0,0.5,1,35208,26,141,1
1,68,1,28,0,0.5,1,36096,26,243,0
0,70,1,29,0,0.5,1,45890,122,238,1
0,49,1,28,0,0.5,1,36844,124,264,0
0,38,1,28,0,0.5,1,37222,124,164,0
0,71,1,20,1,0.5,0,2630,124,163,0
0,24,1,8,1,0.0,0,2630,151,141,0
0,39,1,2,0,0.5,0,33864,152,24,0
1,26,1,41,0,0.0,1,34195,26,101,1
0,26,1,12,1,0.0,0,19538,152,108,0
1,26,1,3,1,0.0,0,25317,152,287,0
0,32,1,41,1,0.5,1,2630,156,158,0
0,20,1,8,1,0.0,1,47040,160,176,0
0,46,1,50,1,0.5,0,24716,152,273,0
0,42,1,18,0,0.5,1,27274,26,142,0
1,26,1,18,0,0.0,1,31647,152,166,0
0,23,1,30,1,0.0,0,18012,152,190,0
0,22,1,37,0,0.0,0,30635,152,91,0
1,52,1,8,0,0.5,1,39739,7,58,1
1,41,1,28,1,0.5,0,41617,124,248,0
0,55,1,9,0,0.5,1,38221,26,62,0
0,45,1,28,0,0.5,1,45977,26,163,1
1,73,1,40,1,0.5,0,31253,124,187,0
1,45,1,2,0,0.5,1,41570,163,230,0
0,21,1,33,1,0.0,0,33450,152,269,0
1,30,1,15,0,0.0,1,28294,152,228,0
1,53,1,35,1,0.5,0,2630,26,280,0
0,22,1,7,0,0.0,0,36523,152,203,0
1,57,1,16,1,0.5,0,32287,26,68,0
1,45,1,38,1,0.5,0,28526,124,134,0
1,24,1,36,1,0.5,0,2630,124,29,0
0,28,1,30,1,0.0,0,35593,152,286,0
1,56,1,8,0,0.5,1,2630,157,54,0
0,31,1,30,1,0.0,0,30521,152,200,0
1,61,1,28,0,0.5,1,50695,26,288,0
1,39,1,28,0,0.5,1,69266,124,64,0
1,23,1,11,1,0.0,0,54989,152,55,0
1,63,1,41,0,1.0,1,32862,26,271,0
0,26,1,33,1,0.0,0,31987,152,134,0
0,46,1,3,1,0.5,0,2630,26,180,0
1,24,1,11,0,0.0,0,32068,152,58,0
1,46,1,41,0,0.5,1,34789,124,26,0
0,22,1,30,1,0.0,0,48014,152,234,0
0,47,1,26,0,0.5,1,31005,120,169,1
0,22,1,6,1,0.0,0,29785,152,121,0
1,80,1,24,0,0.5,1,29408,124,122,0
1,55,1,28,0,1.0,1,39979,26,133,0
1,21,1,14,0,0.5,1,27784,26,111,0
1,44,1,47,1,0.5,0,23200,26,247,0
0,28,1,41,1,0.0,0,38843,152,240,0
0,23,1,45,1,0.0,0,33818,152,160,0
1,24,1,40,1,0.0,0,39041,152,63,0
1,35,1,2,0,0.5,1,40159,155,120,1
0,23,1,3,0,0.0,1,25957,26,238,1
1,52,1,8,1,0.5,1,43434,26,214,0
1,70,1,26,1,0.5,0,32569,120,277,0
1,55,1,28,0,0.5,1,39971,124,173,1
0,22,1,25,1,0.0,0,25474,160,236,0
0,23,1,8,1,0.0,0,41390,152,260,0
1,54,1,32,1,0.5,0,23495,26,257,0
0,51,1,8,0,0.5,1,2630,124,198,0
0,20,1,34,0,0.0,1,31495,160,134,0
0,27,1,28,0,0.0,1,2630,152,287,0
1,29,1,13,0,0.0,1,24389,152,181,1
1,36,1,28,1,0.5,0,2630,152,118,0
1,51,1,28,0,0.5,1,48693,124,12,0
1,73,1,31,1,0.5,0,2630,26,83,0
1,25,1,9,1,0.0,0,44026,152,161,0
1,32,1,8,1,0.0,0,26373,152,259,0
1,53,1,28,0,0.5,1,24163,26,96,0
1,25,1,37,0,0.0,1,2630,107,138,1
0,23,1,37,0,0.0,1,35380,152,23,0
1,40,1,28,1,0.5,0,45276,26,12,0
1,24,1,35,1,0.0,0,38138,152,289,0
1,45,1,50,0,0.5,1,34196,124,218,0
1,67,1,8,0,1.0,1,2630,163,15,1
0,45,1,41,0,0.5,1,32944,124,272,1
1,39,1,19,0,1.0,1,26172,124,272,0
1,44,1,46,0,0.5,0,41193,124,269,0
1,58,1,8,0,0.5,1,40161,124,258,0
1,53,1,46,0,0.5,1,2630,124,156,1
1,63,1,41,0,0.5,1,44216,12,163,0
1,49,1,8,0,1.0,1,41962,26,38,1
0,23,1,33,0,0.0,1,42941,26,261,0
1,30,1,8,0,0.0,1,44377,163,180,0
0,36,1,48,1,0.5,1,2630,31,160,0
1,26,1,33,1,0.0,0,35325,152,288,0
1,70,1,15,0,0.5,1,51460,14,245,0
0,38,1,4,0,0.5,1,31373,157,153,1
1,53,1,35,0,0.5,1,2630,26,205,0
0,26,1,6,0,0.0,1,2630,152,272,0
0,21,1,46,1,0.0,0,48009,160,251,0
0,51,1,28,0,1.0,1,64750,13,165,0
0,22,1,26,1,0.0,0,29165,152,230,0
1,23,1,36,0,0.0,1,2630,152,273,0
0,50,1,28,0,0.5,1,42773,124,117,0
1,56,1,28,1,0.5,0,53300,26,239,0
0,71,1,15,1,0.5,0,37694,152,179,0
0,22,1,29,1,0.0,0,27645,152,186,0
1,43,1,50,0,0.5,1,31740,124,170,0
1,52,1,28,0,1.0,1,64254,26,120,0
1,27,1,32,0,0.0,1,28651,152,235,0
0,34,1,11,1,0.5,0,34071,152,219,0
0,62,1,14,0,0.5,1,30846,152,270,0
1,40,1,46,1,0.5,0,33067,11,72,0
1,36,1,28,1,0.5,0,43955,124,21,0
0,44,1,8,0,0.5,1,32190,124,50,0
1,30,1,15,1,0.5,0,41416,8,238,0
0,23,1,46,1,0.0,0,26816,152,59,0
1,57,1,41,0,0.5,1,31066,124,195,0
0,23,1,28,1,0.0,0,27103,152,257,0
1,21,1,8,0,0.0,1,48727,160,180,0
0,31,1,28,0,0.5,1,25935,154,59,1
0,22,1,46,0,0.0,1,37022,152,68,0
1,37,1,9,0,0.5,1,2630,163,23,1
0,22,1,28,0,0.0,1,28794,152,66,1
0,23,1,32,1,0.0,0,18981,152,103,0
1,38,1,39,0,0.5,1,52987,124,179,1
1,64,1,28,0,1.0,1,52758,124,272,0
1,36,1,28,0,0.5,1,27024,124,28,0
0,48,1,28,0,0.5,1,41265,26,149,1
0,23,1,8,1,0.0,0,40548,152,246,0
1,44,1,39,1,0.5,0,32605,26,284,0
1,44,1,28,1,0.5,0,38996,124,244,0
1,39,1,32,1,0.5,0,2630,26,23,0
1,33,1,3,1,0.5,0,2630,156,35,0
0,20,1,9,1,0.0,0,29230,160,194,0
1,45,1,28,0,0.5,1,2630,26,255,0
1,24,1,32,0,0.0,1,34013,152,212,1
1,45,1,28,0,0.5,1,54630,26,245,0
0,67,1,8,1,0.5,0,59258,26,20,0
0,37,1,28,0,0.5,1,43330,124,244,0
1,28,1,44,1,0.0,0,34949,152,98,0
1,50,1,25,0,0.5,0,2630,26,44,0
1,62,1,8,1,0.5,0,2630,124,120,0
0,22,1,10,0,0.0,1,28683,152,200,0
0,44,1,28,0,0.5,1,36666,26,255,1
0,43,1,28,0,1.0,1,49982,124,163,1
0,77,1,28,0,1.0,1,37993,26,130,0
1,47,1,35,0,0.5,1,2630,156,46,0
1,49,1,7,0,0.5,1,2630,163,164,0
